,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2000_agg,2010_agg,pct_delta
3390,70803,30016,Covington,GA,Atlanta,Newton,3391,58.0326,58.181,59.7363,60.263,59.8359,60.856,63.2442,,,59.7014925373,61.0761,61.5585,61.5306,61.6545,61.9222,63.2457,63.1326,62.2149,61.388,62.6381,63.3333,62.7458,61.8393,62.9665,63.1634,63.088,62.5187,64.1123,65.0665,65.0295,64.8357,64.1453,64.2012,64.907,66.4764,66.3246,65.6923,65.4363,65.5891,65.9086,66.3029,64.9052,64.7887,65.8178,66.3893,66.6106,67.5073,67.8098,67.191,67.7674,69.0102,70.1606,70.5776,71.1201,71.6642,73.1432,72.3547,70.2886,70.2191,70.9754,72.4257,72.0683,71.6435,71.978,73.9803,74.7493,73.7759,73.0618,74.0964,73.7836,73.368,72.9778,73.0326,74.2526,74.5255,74.705,74.9565,75.1639,75.3142,74.4699,73.4657,73.7497,74.908,74.65,75.0812,75.1562,75.0225,75.6997,76.2232,75.9551,74.4399,74.0382,76.4118,75.8897,75.7094,75.6812,76.2511,76.0062,76.0363,75.4051,76.2357,76.3959,78.1241,78.6991,79.9524,80.6809,81.0839,81.3758,81.0617,81.3798,80.3085,80.1386,81.1344,81.6065,81.1692,81.1646,80.9183,80.6531,80.402,81.0963,81.3952,81.5077,81.5651,82.8552,83.3074,84.234,84.0475,83.944,84.3356,86.1272,85.841,84.2856,84.0185,84.3198,85.4029,84.6734,83.405,82.0555,83.8789,81.2197,81.5274,80.7693,79.6589,78.8023,75.5246,77.2372,78.7066,77.1602,75.0902,72.8162,69.8241,66.6327,65.249,63.0401,62.1392,61.3297,63.2499,62.3248,53.63,54.5534,58.0948,61.2684,56.6478,53.9559,57.3378,59.3256,54.6634,52.2875,57.2205,57.5723,50.9612,50.1198,50.3311,53.3981,48.0486,44.3634,45.2241,52.2018,51.007,46.3194,44.0141,46.7907,45.939,45.3696,41.2744,41.6406,39.0683,38.7515,37.8334,40.0922,38.1666,35.3202,33.5009,35.3592,34.8325,31.2573,40.584,46.8219,50.5257,48.7314,43.1375,48.2499,46.6618,45.1666,47.9565,52.3416,56.0028,55.6762,56.4236,49.1584,,54.7771,52.4374,57.761,,56.7282,51.3759,53.7873,60.2482,59.6452,60.044,60.7448,60.2632,59.4644,61.1226,63.7408,60.7334,63.8498,64.0937,68.0331,67.8731,69.5993,68.7581,67.8487,67.9184,67.2687333333,58.1891666667,0.865025455115
3391,99514,98029,Issaquah,WA,Seattle,King,3392,112.4828,113.1306,112.1117,111.8312,113.0324,114.2475,114.0288,115.5638,116.166,114.852,113.1464,112.2966,117.6802,120.1858,122.5464,122.1628,122.1691,124.7829,124.5614,129.8384,132.6628,131.4747,127.7926,129.7581,130.7587,135.8259,137.1437,138.9636,137.0518,137.5508,137.8531,137.4955,136.1523,136.2329,137.2179,140.8105,143.5214,142.9111,143.6176,144.1567,143.6755,141.3913,141.0339,144.7545,145.1182,143.959,144.4238,147.0567,148.4127,148.1407,146.9106,147.4197,149.8417,151.679,153.5543,153.6792,155.435,153.665,156.3114,157.7928,157.7407,156.4895,160.5161,164.5745,163.0072,160.57,158.0935,157.288,157.6046,158.5992,159.0485,162.9167,166.0139,165.6863,162.3733,161.6785,166.0804,163.5461,163.8661,162.6038,164.5699,161.679,162.628,161.0575,162.9682,166.5429,166.0336,165.8929,168.8762,171.7107,173.3939,172.3505,172.7715,174.9774,171.8789,174.9018,176.4581,178.8027,180.0519,180.4023,181.3858,183.0429,185.3074,185.2594,187.8858,188.5549,188.0658,189.0365,193.5056,197.9749,200.1596,204.0812,210.8581,215.1204,216.5585,222.9244,224.3001,228.3599,229.7377,232.701,238.0197,243.066,247.4518,250.4653,254.0677,259.1224,255.5291,255.9767,254.4859,258.6376,264.6081,270.4102,270.3006,268.0552,267.9381,269.0644,270.6459,282.149,278.0097,263.5801,265.4397,264.9933,265.6731,262.3756,258.3621,256.1113,253.5133,248.5214,243.7381,240.515,238.277,236.5498,221.8603,222.304,226.0079,226.6161,215.5253,221.5423,218.9257,222.1264,221.0805,222.2785,219.3972,216.7448,213.962,212.3994,211.2915,211.9156,208.3138,209.2738,210.7287,207.3152,209.3359,199.0872,199.8642,200.2422,201.3022,199.1889,195.4513,191.4422,188.1246,185.6347,197.1735,194.5275,196.9326,201.4056,202.3737,197.0161,179.2751,189.2152,195.2268,194.9765,195.6375,191.8709,194.7003,191.67,200.0157,201.7787,185.1605,191.6108,192.9199,199.1378,205.8307,212.4242,226.372,224.56,215.7188,219.059,221.6317,227.5283,228.9862,235.7784,240.9407,233.8706,237.9168,236.9497,243.1009,243.7298,255.477,262.0709,263.7509,253.2496,254.2204,249.691,251.2721,253.1444,249.2202,260.0291,266.8287,270.8497,273.1708,278.4671,281.572,276.9935,269.222,144.618966667,211.297433333,1.46106308324
3411,399578,33596,Valrico,FL,Tampa,Hillsborough,3412,61.0268,63.5006,62.8156,65.1657,64.1518,65.2282,65.8592,66.9542,66.555,64.492,64.2496,64.3567,64.8522,66.7018,65.341,64.1544,63.6433,64.2734,65.4598,66.4076,66.3101,65.1944,64.5982,65.3107,66.7403,66.4546,66.2804,65.9046,66.998,66.2308,67.4192,68.1807,67.9736,67.63,67.3176,67.5104,68.8396,69.3855,69.1613,71.0661,71.1994,70.5943,70.6123,71.2538,71.2345,72.9342,71.4822,71.6744,71.6019,71.9939,72.153,73.1306,73.3376,73.85,73.4195,73.3587,74.127,74.9937,75.4701,75.8512,75.1127,75.7574,77.2222,78.6248,79.0378,77.6888,75.7945,76.1458,77.5971,77.7347,77.4555,78.3668,79.3024,79.7079,80.3689,81.3048,81.5028,81.61,81.3007,82.9081,83.2586,82.2335,80.6612,82.3236,83.3198,83.0344,83.4268,85.6645,86.3359,86.8265,86.0537,85.6654,86.805,87.0608,88.9943,90.0392,91.1009,92.2076,95.1685,97.3881,99.7614,99.9958,103.0889,104.3768,105.3685,107.9829,107.8846,109.204,112.034,113.6677,118.3076,122.3449,127.3347,132.1732,134.2111,134.6047,138.1101,141.839,141.4415,140.4195,143.6825,141.7037,139.9089,140.9588,138.7399,137.5075,139.4218,137.5525,137.4935,134.6852,133.4036,135.1924,135.5435,133.1808,132.0728,132.2404,129.9666,129.6713,125.3184,121.5308,119.8267,118.5445,,114.8632,113.6536,108.61,110.5708,111.5042,112.1692,110.3662,106.7273,,99.6973,103.3994,,,96.7458223395,93.077,95.1249,94.8233,96.1454,96.2696,94.2495,92.992,93.6927,91.3078,88.3362,87.6207,90.3257,93.3917,95.9994,95.6142,94.5404,90.6293,90.1261,92.0061,94.3855,92.2236,85.9771,87.5081,83.5878,84.9307,87.7594,95.319,93.7302,89.2663,85.2187,84.776,85.0505,83.3591,82.8052,81.1283,82.3613,86.9694,88.8992,94.3246,88.2381,88.0359,85.4785,88.3364,90.5915,94.7495,92.4894,94.334,98.5246,102.0651,104.1839,105.0782,108.2547,107.3888,107.7259,103.135,104.1189,102.5921,102.0517,103.0004,103.3581,106.8027,107.489,107.2761,106.2442,106.9855,107.2987,102.9883,103.6057,104.3994,104.2702,103.0885,106.466,110.2573,112.0846,111.106,111.8723,112.3628,109.1393,71.8526333333,95.6436,1.33110779053
3419,70600,29615,Greenville,SC,Greenville,Greenville,3420,63.5276,65.538,66.5369,66.0727,63.8026,67.0827,69.3883,65.0244,65.809,65.9033,63.2095,66.03,65.9329,67.2298,65.9898,66.736,66.2709,66.6404,66.3884,69.2992,68.8125,67.1426,65.52,66.9059,69.4397,69.1772,70.1532,72.0068,72.2724,72.5711,71.3901,69.3512,70.3534,71.0224,69.5425,71.0894,70.8701,70.1431,71.0803,73.0746,73.6291,73.8256,75.0874,77.0422,76.1369,76.1506,76.1655,74.3088,72.4193,71.6335,75.6985,77.888,77.764,76.1663,76.149,75.3554,75.042,73.9645,72.5056,72.5876,71.4768,74.0623,78.3631,79.7636,79.5192,82.36,79.7955,79.9442,77.8273,79.5814,73.7569,76.4554,78.7909,82.3541,82.132,81.7995,80.554,79.9013,79.6339,79.7053,81.67,81.039,79.3422,78.2597,82.5756,80.7739,79.7773,79.8531,81.4086,78.3772,79.1144,77.69,79.7534,70.387,68.9162,69.3843,72.8908,75.2049,79.0308,78.6365,82.831,81.6901,77.9592,77.4671,78.2939,77.508,77.0368,77.884,79.0771,78.733,80.6877,80.5329,82.7829,81.2813,86.765,87.4741,82.7438,83.0377,81.0402,86.6889,92.3276,91.5795,95.0935,92.026,92.9299,91.2353,88.073,91.0056,92.2404,91.8389,89.3276,92.2402,99.1215,96.4688,94.2104,95.7038,96.4237,94.7327,90.672,86.8667,95.6997,95.2332,93.9399,90.6386,93.0394,97.3188,95.0799,90.3327,95.9069,95.7022,91.5711,85.4634,90.722,91.9496,93.1749,90.3942,89.3652,84.9952,88.7245,88.1826,85.3028,90.8585,88.9304,87.098,85.3511,88.0289,96.3504,90.999,92.4744,91.9978,97.2544,95.2058,95.0855,91.6354,90.5202,88.1823,92.2434,90.5831,88.1344,84.1604,82.4201,86.4013,90.1543,90.0354,97.4627,96.5899,89.9303,82.8986,83.8388,83.2618,81.0022,88.376,93.7314,86.7497,87.6283,84.8222,87.6815,84.8847,84.7356,85.7623,84.0877,80.8124,81.9724,87.1511,89.8976,90.413,91.0366,90.2473,88.8287,87.338,91.3914,86.2604,87.5447,90.7646,95.9433,96.1707,100.6114,98.1321,99.2508,95.712,93.6542,92.0402,92.797,91.1429,90.5468,88.1769,94.4698,92.8808,94.8058,96.1167,99.3651,98.8066,98.9765,94.7509,,73.7125,90.1872,1.22349940648
3421,63943,15212,Pittsburgh,PA,Pittsburgh,Allegheny,3422,26.1741,26.5187,25.499,29.7197,29.4119,,,21.5281,22.1045,,21.1816,,32.2735,30.3606,,23.721,25.6035,29.0827,32.6937,33.1084,29.0226,26.4453,25.9528,27.8069,26.0909,25.7299,31.9615,35.0052,35.1856,,31.724,33.6592,32.4105,33.383,,38.9333,39.497,35.9441,37.8221,36.4851,41.4218,,30.9459,27.5653,31.0287,30.6982,27.6453,25.3634,24.016,27.7053,34.0731,32.7962,39.7956,39.0522,40.6741,38.51,36.5224,33.0305,,34.1654,36.0558,36.409,41.4845,44.4895,46.0058,46.8759,42.4799,38.1984,37.7704,36.3724,,31.4909,28.7299,34.8879,37.3013,44.2139,47.7262,45.4947,39.9956,34.8266,35.6745,40.0572,,38.6635,40.7817,43.127,48.8944,43.9821,47.6446,47.5862,46.1385,46.325,42.1206,39.6952,36.2547,32.4603,,41.7537,43.7653,44.7765,,38.6042,42.0312,41.0104,41.1711,,47.4037,43.6265,47.0497,43.3756,43.4345,37.1942,38.4028,43.001,41.5561,37.1437,37.1678,34.0781,,39.7853,49.3487,51.1125,49.2589,46.1803,46.2128,46.9175,47.8951,,37.5054,40.7465,39.1369,42.3688,45.5526,48.3029,,54.5515,56.208,48.9761,52.5625,52.9977,50.6202,,36.4666,,39.2045,41.1443,43.0617,46.3125,50.4129,,65.7052,,49.0466,46.6289,46.0075,39.5854,43.6489,50.1972,53.223,56.8805,60.8164,51.3463,42.9183,47.2034,43.141,39.9497,,47.7917,60.0024,55.3089,56.1894,51.2781,50.6772,45.1665,52.4706,56.3127,43.2635,41.8629,,28.9909,31.501,35.2605,43.0261,,55.0703,57.6499,47.9189,46.333,36.9807,47.5023,48.7518,49.7491,46.6663,45.7101,47.0456,60.1366,58.5256,61.2139,50.702,47.2869,52.2763,44.8082,42.2316,45.9898,40.4773,47.3941,49.7906,53.3384,52.07,57.2573,59.6762,62.1816,52.6276,51.7376,58.3902,67.2672,70.8689,67.9529,70.9966,76.4326,72.0107,63.8312,67.0132,56.4815,49.1799,47.0309,,,57.633,70.3273,75.2213,68.8833,67.9786,68.9539,78.2946,32.3705666667,42.8138333333,1.32261612144
3447,70830,30045,Lawrenceville,GA,Atlanta,Gwinnett,3448,55.1611,56.9202,59.9781,62.7056,63.2204,66.4001,65.5074,63.126,,60.8602,61.5235,62.1774,63.0707,64.1935,64.8751,62.8661,62.5125,61.1739,62.1156,62.129,63.0478,62.1085,61.5971,62.978,62.4154,59.7458,59.62,59.7361,62.7873,65.4622,67.7608,65.5595,63.9263,64.5754,64.7891,66.7252,64.9726,65.972,66.0114,66.3433,66.371,66.333,65.7215,65.5281,66.3609,68.6502,70.7806,71.0222,70.3691,71.0324,71.0894,70.8321,69.5044,70.3698,68.8505,66.8398,66.6181,68.3974,68.3437,69.7907,71.3738,69.721,72.0261,73.4002,74.9398,75.2959,72.8469,73.1018,73.7456,72.4476,74.2127,72.7371,74.7372,75.594,75.0863,75.3004,75.823,74.7546,74.796,75.249,74.937,73.9238,73.6888,72.382,71.9833,73.387,74.8118,74.1962,72.8252,72.6742,74.2344,74.4097,75.1009,75.1538,75.6021,75.0017,74.6974,76.6388,77.4949,76.3308,76.7402,78.0545,79.5913,79.5893,79.0378,76.2922,79.4906,80.6465,80.2483,78.6262,81.1961,82.288,82.3585,82.0205,81.8914,81.9063,84.6705,85.6145,85.5266,86.1179,87.5581,87.4812,87.9318,88.2063,86.7086,87.002,89.8826,90.6229,90.0954,91.7433,93.1496,90.439,89.8326,91.1146,90.832,91.911,93.1129,94.5033,92.9788,91.0765,89.2721,89.9387,86.7163,86.4358,86.7637,90.2458,85.7903,82.0743,82.8923,85.4454,85.5698,77.2575,72.3029,71.9547,74.155,71.8891,70.1562,72.8957,69.6236,68.7696,67.1692,67.1152,69.6293,67.2467,68.4826,68.626,63.8531,69.142,67.5779,66.2433,65.1846,66.8861,68.6048,63.2643,60.7481,58.7366,60.4387,61.6761,58.8189,54.6826,54.6917,52.8333,53.3485,52.8686,58.2164,61.9648,60.5917,58.8124,50.5149,55.9344,54.3211,55.3675,55.7656,59.765,60.0947,56.6162,53.1036,57.0245,58.1879,,,50.5464480874,55.1071,56.7301,57.5957,62.3782,64.1904,69.4822,69.6911,,71.7777,,69.0831,,,68.5192234488,69.9813,69.1785,72.416,73.7928,76.5343,78.9039,78.1841,76.6608,74.554,75.3592,75.3493,77.8084,79.1095,81.9832,82.0365,82.9172,77.9985,79.5283,82.4858,67.2076666667,67.4189333333,1.00314349057
3448,62162,11572,Oceanside,NY,New York,Nassau,3449,,,,,,,,,,115.051221434,113.2788,,,116.792249731,120.3643,122.1999,120.2431,120.7994,123.6785,121.8908,119.2858,119.9039,122.5927,121.2561,119.4726,121.3265,125.9514,124.8782,122.539,122.6371,125.3174,138.3418,140.6728,139.6728,137.3594,135.6977,136.948,135.4009,139.267,133.1716,134.5179,142.7588,145.6008,149.5055,149.5266,167.8877,167.5017,164.3794,158.9042,159.1491,156.2323,161.9096,164.3043,168.0044,166.1711,152.4408,147.745,164.5022,184.6242,176.3695,164.0252,164.7624,162.0347,171.9722,178.6482,188.7478,196.7351,195.5195,184.1294,181.4263,183.413,180.6449,182.404,184.4323,205.8519,212.3062,212.418,201.7306,200.4246,205.4903,208.5416,215.0304,224.009,225.7962,235.6479,223.8955,227.8743,227.3536,230.8469,233.3916,241.2314,249.364,248.2114,249.8712,251.412,261.5508,269.1129,266.2826,268.3667,259.2909,271.7354,272.1513,274.2464,266.2644,263.98,272.4852,266.4737,282.7366,289.3839,283.6427,282.7886,284.9505,301.2102,306.4499,309.9676,303.5545,298.1205,292.6008,311.2363,299.9124,286.9365,299.6883,317.6867,317.4931,310.5231,293.2326,314.1679,313.5022,310.4291,304.2063,298.2166,298.0918,307.2205,300.4125,280.553,287.0539,301.7642,316.0172,312.2883,295.7462,289.072,297.1113,288.0432,275.8281,,263.3471,263.4094,264.6083,261.0928,263.0267,265.1195,273.4171,269.5492,251.4774,,,216.346153846,236.22,251.3883,268.5879,258.0314,257.4261,252.7598,270.0256,269.2521,277.0507,274.169,270.0726,261.6287,275.9585,272.8152,278.2385,270.0443,263.4762,256.7022,245.5552,242.3973,241.0584,,269.6336,273.6756,254.5136,256.0386,244.0602,251.9453,251.2555,247.3478,244.8137,247.7364,251.4486,247.5458,248.9582,247.2435,253.6188,,225.1507,241.5606,232.3735,233.3849,,249.2417,236.9561,237.6233,237.277,220.9383,217.5865,227.4339,,226.3095,238.5606,236.8948,225.6484,227.1553,237.1157,243.333,233.7494,233.9155,234.9115,233.7479,226.3369,245.5492,248.8165,248.6608,251.3791,245.4954,242.1298,228.347,239.3558,,246.5564,244.8101,261.3581,251.0199,247.0271,251.9186,157.354233333,256.528833333,1.63026331036
3473,72805,33764,Clearwater,FL,Tampa,Pinellas,3474,,,,,,,,,,55.7917109458,57.9276,56.8216,56.0496,55.5726,57.4385,57.6027,58.4975,59.3674,60.6738,59.6606,61.3873,54.4669,54.6611,55.4728,56.6302,57.1198,58.4594,60.0044,59.6666,62.1222,61.33,61.7391,59.8293,58.3325,59.1804,63.3866,60.7326,60.2062,62.7291,64.9133,67.1138,68.8714,65.9309,69.2235,69.0129,60.6538,62.0822,65.3427,67.7478,65.6561,69.9221,70.4712,70.0514,73.1716,71.0762,70.1381,69.9379,69.5838,71.6748,70.9373,65.6572,69.509,68.9522,69.1434,72.9927,76.1888,79.8164,80.3639,79.9704,76.6528,75.2068,78.1023,74.3212,75.1681,75.9817,79.6922,80.3554,81.0688,84.9058,86.9519,85.5472,84.9866,88.589,85.8167,85.9814,90.0276,86.3765,87.3221,91.5467,97.8233,96.6207,94.5605,94.7997,92.7791,99.8705,105.1064,102.0802,99.7132,101.3951,111.9409,121.3297,118.5261,111.2434,112.9882,111.5752,111.3017,113.103,130.5034,135.975,135.7,136.9189,142.6495,152.3951,155.2458,157.4403,158.7754,160.2216,167.5999,153.7635,148.3549,154.1246,158.8621,155.9368,157.1292,163.4437,153.5247,149.5008,160.1766,158.7392,150.4263,155.8055,153.1662,148.6308,148.891,146.993,139.5653,140.0824,133.6934,128.7414,131.2817,,122.3059,105.4054,96.051,109.39,120.1992,120.3385,119.0754,116.2343,119.9773,108.4795,,95.5713,105.5633,,107.2883,100.6301,102.8488,102.6937,99.8643,98.4202,99.5757,94.8477,95.8058,94.5294,91.8945,88.798,93.9432,93.898,95.5612,97.6258,95.1307,88.9421,87.4542,92.5768,88.7879,82.6226,81.5604,79.025,83.4708,83.4926,77.2357,77.4574,79.0534,83.4907,82.6052,74.9616,69.4781,73.6662,,,,,,,,61.0820244328,,,,,45.9770114943,53.7385,,68.0578,,92.3441,84.4249,,90.7343,84.1784,67.325,,56.3889,,79.3611,76.3325,,,99.8975409836,,,98.489,97.8014,106.4702,108.35,109.4081,104.5435,104.8047,110.9281,115.0412,123.6506,124.1118,117.2542,112.9209,62.8567,93.0060666667,1.47965239452
3475,70590,29605,Greenville,SC,Greenville,Greenville,3476,52.441,51.8952,53.6651,54.5057,56.962,59.2707,57.299,54.0716,54.4401,52.5641,55.5818,57.5477,58.8073,58.7818,59.4833,62.44,59.769,,50.4763,54.4669,53.4304,57.1052,61.2767,59.8284,61.5436,64.2381,61.8428,65.1809,61.0744,61.6255,61.5351,61.7152,65.2833,67.1905,62.9583,62.9867,64.9471,68.6182,69.2637,73.9226,70.4731,66.4125,64.3354,68.9407,70.4754,67.3304,69.1082,62.2656,65.2308,68.0275,74.8402,75.4181,75.3716,73.4399,70.5181,69.245,68.002,68.7356,69.2465,72.3807,73.4851,76.6958,76.626,76.325,74.8427,73.5969,71.928,70.9536,73.3729,65.9543,66.6725,66.9144,80.0015,80.763,77.8887,73.9573,75.8922,73.8833,76.6496,75.1767,76.2547,74.3184,70.7272,70.2475,73.6625,78.9946,80.2801,75.6311,76.8372,75.5234,73.1664,73.0426,70.5279,,45.2335,,72.6782,72.4105,72.8701,78.8272,80.7196,80.1737,74.557,71.9877,76.7094,80.1464,83.0748,78.577,76.5824,79.1842,80.1551,79.3899,80.8728,84.872,79.838,77.7968,68.4532,75.416,81.9394,84.205,86.5451,89.5266,91.7982,89.5548,86.9062,90.1085,93.4604,91.8091,88.1037,84.4442,88.3227,84.7331,82.5726,83.5501,83.9972,94.6323,95.9557,90.3099,87.8503,88.6337,88.5449,87.0664,97.4194,105.8157,97.8718,110.3292,109.1078,107.771,99.1066,112.8233,102.9789,103.263,95.2788,87.6333,104.5041,100.0978,92.8703,87.1211,89.1021,88.6139,96.7923,105.4756,96.3919,87.2443,98.2904,82.3518,75.6704,85.5045,89.967,108.1445,97.2795,123.2807,128.1845,110.2953,106.3285,86.4959,73.1141,91.6429,100.4129,112.7116,127.0868,137.0317,128.8084,100.5938,81.5391,78.6963,80.0082,84.8226,91.6198,111.7912,99.9412,107.1686,108.0215,87.1648,106.7813,115.5283,98.5788,84.819,84.5935,78.7896,84.7943,100.8582,107.5462,118.0837,127.857,130.7891,120.7103,119.9086,130.1551,147.578,119.3963,100.5182,92.664,88.0669,88.7336,92.6969,91.1833,93.6008,,124.8216,112.7484,98.6501,116.4557,109.266,105.2842,94.9956,84.701,88.8161,96.7134,101.3921,116.108,108.9361,115.8437,,,67.7521666667,87.2093333333,1.28718146775
3481,94949,85375,Sun City West,AZ,Phoenix,Maricopa,3482,83.0508,80.9544,79.6143,80.8244,81.5356,82.6456,83.8246,84.3472,82.6415,82.2743,82.633,82.8209,82.1353,82.0746,81.6598,82.8621,81.937,81.8415,81.9275,80.8923,81.1192,83.0649,81.745,80.6302,81.661,81.6018,78.5784,80.1616,81.9644,82.5661,81.5697,82.133,82.7916,82.6978,83.8553,83.4563,82.0343,81.6859,84.2976,83.723,81.9783,83.2239,81.8345,82.1114,82.6284,82.3658,82.0152,82.6736,83.3521,82.7861,82.8481,81.3119,79.5265,81.2311,81.1326,81.751,82.6431,82.6539,83.796,83.1052,81.8809,81.3426,81.7961,82.4192,78.8308,79.6744,78.7125,78.4097,79.3476,80.5269,79.2938,78.5354,79.7611,81.2119,84.1588,78.8895,79.7647,80.193,84.0902,85.8402,84.8212,87.3392,89.2127,88.9642,86.3264,85.0561,84.7889,84.9533,84.2326,87.2287,89.4333,89.4474,91.8013,92.1704,91.2671,93.7568,94.0854,96.1952,97.9239,97.8601,101.847,103.3153,104.1943,107.32,111.4139,114.9233,116.9176,119.3754,123.8236,129.1018,136.7299,139.2089,139.7519,143.7758,149.8125,152.882,155.6381,160.0893,157.4219,156.2477,154.1084,154.3183,149.7029,143.9409,141.7401,142.5747,146.3211,143.0778,146.2662,144.7955,144.7155,143.6396,140.9563,139.4559,138.0371,138.8942,132.0796,122.2866,126.3914,129.9341,128.5716,129.818,127.4645,127.0026,126.5328,124.4901,122.2821,119.6196,113.3309,108.5773,108.6001,114.0629,116.2526,116.7677,111.8846,106.7905,106.04,110.048,107.6217,106.8925,99.2284,103.1301,104.5829,105.694,105.5776,105.7339,103.9443,101.7243,100.9839,101.1365,99.765,98.8737,99.959,93.1672,92.7579,93.0081,94.2755,90.2303,92.9474,95.5867,91.3971,91.0804,94.8925,89.8389,90.793,93.0444,91.7211,91.5468,93.2805,92.5696,92.7389,92.1602,92.3922,90.5825,91.3425,91.9142,89.6938,89.6892,94.0689,96.2311,93.8788,93.8811,95.1843,94.6113,94.9913,97.3656,95.6723,96.9158,96.343,98.9519,100.5859,100.875,99.7843,103.2239,105.8084,103.9974,102.9953,104.1523,102.7215,105.148,107.1853,105.1034,104.0802,106.1439,107.6464,107.0233,107.6007,107.7221,109.0665,109.9455,108.045,112.678,113.7902,115.3196,114.7165,82.5725,104.243966667,1.26245380322
